index,time_s,adc,voltage_v
0,0.000000000,1676,-4.999515461
1,0.000416667,2451,4.998188054
2,0.000833333,2451,4.998188054
3,0.001250000,2451,4.998188054
4,0.001666667,2451,4.998188054
5,0.002083333,2451,4.998188054
6,0.002500000,2451,4.998188054
7,0.002916667,2451,4.998188054
8,0.003333333,2451,4.998188054
9,0.003750000,2451,4.998188054
10,0.004166667,2451,4.998188054
11,0.004583333,2451,4.998188054
12,0.005000000,2451,4.998188054
13,0.005416667,2451,4.998188054
14,0.005833333,2451,4.998188054
15,0.006250000,2451,4.998188054
16,0.006666667,2451,4.998188054
17,0.007083333,2451,4.998188054
18,0.007500000,2451,4.998188054
19,0.007916667,2451,4.998188054
20,0.008333333,2451,4.998188054
21,0.008750000,2451,4.998188054
22,0.009166667,2451,4.998188054
23,0.009583333,2451,4.998188054
24,0.010000000,2451,4.998188054
25,0.010416667,1676,-4.999515461
26,0.010833333,1676,-4.999515461
27,0.011250000,1676,-4.999515461
28,0.011666667,1676,-4.999515461
29,0.012083333,1676,-4.999515461
30,0.012500000,1676,-4.999515461
31,0.012916667,1676,-4.999515461
32,0.013333333,1676,-4.999515461
33,0.013750000,1676,-4.999515461
34,0.014166667,1676,-4.999515461
35,0.014583333,1676,-4.999515461
36,0.015000000,1676,-4.999515461
37,0.015416667,1676,-4.999515461
38,0.015833333,1676,-4.999515461
39,0.016250000,1676,-4.999515461
40,0.016666667,1676,-4.999515461
41,0.017083333,1676,-4.999515461
42,0.017500000,1676,-4.999515461
43,0.017916667,1676,-4.999515461
44,0.018333333,1676,-4.999515461
45,0.018750000,1676,-4.999515461
46,0.019166667,1676,-4.999515461
47,0.019583333,1676,-4.999515461
48,0.020000000,1676,-4.999515461
49,0.020416667,2451,4.998188054
50,0.020833333,2451,4.998188054
51,0.021250000,2451,4.998188054
52,0.021666667,2451,4.998188054
53,0.022083333,2451,4.998188054
54,0.022500000,2451,4.998188054
55,0.022916667,2451,4.998188054
56,0.023333333,2451,4.998188054
57,0.023750000,2451,4.998188054
58,0.024166667,2451,4.998188054
59,0.024583333,2451,4.998188054
60,0.025000000,2451,4.998188054
61,0.025416667,2451,4.998188054
62,0.025833333,2451,4.998188054
63,0.026250000,2451,4.998188054
64,0.026666667,2451,4.998188054
65,0.027083333,2451,4.998188054
66,0.027500000,2451,4.998188054
67,0.027916667,2451,4.998188054
68,0.028333333,2451,4.998188054
69,0.028750000,2451,4.998188054
70,0.029166667,2451,4.998188054
71,0.029583333,2451,4.998188054
72,0.030000000,2451,4.998188054
73,0.030416667,1676,-4.999515461
74,0.030833333,1676,-4.999515461
75,0.031250000,1676,-4.999515461
76,0.031666667,1676,-4.999515461
77,0.032083333,1676,-4.999515461
78,0.032500000,1676,-4.999515461
79,0.032916667,1676,-4.999515461
80,0.033333333,1676,-4.999515461
81,0.033750000,1676,-4.999515461
82,0.034166667,1676,-4.999515461
83,0.034583333,1676,-4.999515461
84,0.035000000,1676,-4.999515461
85,0.035416667,1676,-4.999515461
86,0.035833333,1676,-4.999515461
87,0.036250000,1676,-4.999515461
88,0.036666667,1676,-4.999515461
89,0.037083333,1676,-4.999515461
90,0.037500000,1676,-4.999515461
91,0.037916667,1676,-4.999515461
92,0.038333333,1676,-4.999515461
93,0.038750000,1676,-4.999515461
94,0.039166667,1676,-4.999515461
95,0.039583333,1676,-4.999515461
96,0.040000000,1676,-4.999515461
97,0.040416667,2451,4.998188054
98,0.040833333,2451,4.998188054
99,0.041250000,2451,4.998188054
100,0.041666667,2451,4.998188054
101,0.042083333,2451,4.998188054
102,0.042500000,2451,4.998188054
103,0.042916667,2451,4.998188054
104,0.043333333,2451,4.998188054
105,0.043750000,2451,4.998188054
106,0.044166667,2451,4.998188054
107,0.044583333,2451,4.998188054
108,0.045000000,2451,4.998188054
109,0.045416667,2451,4.998188054
110,0.045833333,2451,4.998188054
111,0.046250000,2451,4.998188054
112,0.046666667,2451,4.998188054
113,0.047083333,2451,4.998188054
114,0.047500000,2451,4.998188054
115,0.047916667,2451,4.998188054
116,0.048333333,2451,4.998188054
117,0.048750000,2451,4.998188054
118,0.049166667,2451,4.998188054
119,0.049583333,2451,4.998188054
120,0.050000000,2451,4.998188054
121,0.050416667,1676,-4.999515461
122,0.050833333,1676,-4.999515461
123,0.051250000,1676,-4.999515461
124,0.051666667,1676,-4.999515461
125,0.052083333,1676,-4.999515461
126,0.052500000,1676,-4.999515461
127,0.052916667,1676,-4.999515461
128,0.053333333,1676,-4.999515461
129,0.053750000,1676,-4.999515461
130,0.054166667,1676,-4.999515461
131,0.054583333,1676,-4.999515461
132,0.055000000,1676,-4.999515461
133,0.055416667,1676,-4.999515461
134,0.055833333,1676,-4.999515461
135,0.056250000,1676,-4.999515461
136,0.056666667,1676,-4.999515461
137,0.057083333,1676,-4.999515461
138,0.057500000,1676,-4.999515461
139,0.057916667,1676,-4.999515461
140,0.058333333,1676,-4.999515461
141,0.058750000,1676,-4.999515461
142,0.059166667,1676,-4.999515461
143,0.059583333,1676,-4.999515461
144,0.060000000,1676,-4.999515461
145,0.060416667,2451,4.998188054
146,0.060833333,2451,4.998188054
147,0.061250000,2451,4.998188054
148,0.061666667,2451,4.998188054
149,0.062083333,2451,4.998188054
150,0.062500000,2451,4.998188054
151,0.062916667,2451,4.998188054
152,0.063333333,2451,4.998188054
153,0.063750000,2451,4.998188054
154,0.064166667,2451,4.998188054
155,0.064583333,2451,4.998188054
156,0.065000000,2451,4.998188054
157,0.065416667,2451,4.998188054
158,0.065833333,2451,4.998188054
159,0.066250000,2451,4.998188054
160,0.066666667,2451,4.998188054
161,0.067083333,2451,4.998188054
162,0.067500000,2451,4.998188054
163,0.067916667,2451,4.998188054
164,0.068333333,2451,4.998188054
165,0.068750000,2451,4.998188054
166,0.069166667,2451,4.998188054
167,0.069583333,2451,4.998188054
168,0.070000000,2451,4.998188054
169,0.070416667,1676,-4.999515461
170,0.070833333,1676,-4.999515461
171,0.071250000,1676,-4.999515461
172,0.071666667,1676,-4.999515461
173,0.072083333,1676,-4.999515461
174,0.072500000,1676,-4.999515461
175,0.072916667,1676,-4.999515461
176,0.073333333,1676,-4.999515461
177,0.073750000,1676,-4.999515461
178,0.074166667,1676,-4.999515461
179,0.074583333,1676,-4.999515461
180,0.075000000,1676,-4.999515461
181,0.075416667,1676,-4.999515461
182,0.075833333,1676,-4.999515461
183,0.076250000,1676,-4.999515461
184,0.076666667,1676,-4.999515461
185,0.077083333,1676,-4.999515461
186,0.077500000,1676,-4.999515461
187,0.077916667,1676,-4.999515461
188,0.078333333,1676,-4.999515461
189,0.078750000,1676,-4.999515461
190,0.079166667,1676,-4.999515461
191,0.079583333,1676,-4.999515461
192,0.080000000,1676,-4.999515461
193,0.080416667,2451,4.998188054
194,0.080833333,2451,4.998188054
195,0.081250000,2451,4.998188054
196,0.081666667,2451,4.998188054
197,0.082083333,2451,4.998188054
198,0.082500000,2451,4.998188054
199,0.082916667,2451,4.998188054
200,0.083333333,2451,4.998188054
201,0.083750000,2451,4.998188054
202,0.084166667,2451,4.998188054
203,0.084583333,2451,4.998188054
204,0.085000000,2451,4.998188054
205,0.085416667,2451,4.998188054
206,0.085833333,2451,4.998188054
207,0.086250000,2451,4.998188054
208,0.086666667,2451,4.998188054
209,0.087083333,2451,4.998188054
210,0.087500000,2451,4.998188054
211,0.087916667,2451,4.998188054
212,0.088333333,2451,4.998188054
213,0.088750000,2451,4.998188054
214,0.089166667,2451,4.998188054
215,0.089583333,2451,4.998188054
216,0.090000000,1676,-4.999515461
217,0.090416667,1676,-4.999515461
218,0.090833333,1676,-4.999515461
219,0.091250000,1676,-4.999515461
220,0.091666667,1676,-4.999515461
221,0.092083333,1676,-4.999515461
222,0.092500000,1676,-4.999515461
223,0.092916667,1676,-4.999515461
224,0.093333333,1676,-4.999515461
225,0.093750000,1676,-4.999515461
226,0.094166667,1676,-4.999515461
227,0.094583333,1676,-4.999515461
228,0.095000000,1676,-4.999515461
229,0.095416667,1676,-4.999515461
230,0.095833333,1676,-4.999515461
231,0.096250000,1676,-4.999515461
232,0.096666667,1676,-4.999515461
233,0.097083333,1676,-4.999515461
234,0.097500000,1676,-4.999515461
235,0.097916667,1676,-4.999515461
236,0.098333333,1676,-4.999515461
237,0.098750000,1676,-4.999515461
238,0.099166667,1676,-4.999515461
239,0.099583333,1676,-4.999515461
